uid,dataset,score,lm_cc,loc,group
4db21cf7bf6f209d3bf33810766a03f4,xcodeeval_code_translation,0.0,44.39999999999999,50,A
24064b012331e7ff157177a4e7127d72,xcodeeval_code_translation,0.0,129.39999999999998,69,A
daf7e11c03f026beb99d530d918aa947,xcodeeval_code_translation,0.0,83.4,69,A
8c9b4e66c324e910ed41255c85bc2b36,xcodeeval_code_translation,0.0,131.0,136,A
11dfb2e54ab203f2c329291286db0dd7,xcodeeval_code_translation,0.0,48.8,31,A
2a3b799affce260fd92223fc6b490040,xcodeeval_code_translation,0.0,39.8,44,A
02d409b028d49b8cddd78ad304f1d53d,xcodeeval_code_translation,0.0,50.2,36,A
83cecd52af6809cfa8a63d92620fb9b5,xcodeeval_code_translation,0.0,62.4,68,A
0b89808a1534e5dd349fcd06e195071f,xcodeeval_code_translation,0.0,71.19999999999999,101,A
039ff364b553b483d33c0a09a2b7aa8b,xcodeeval_code_translation,0.0,52.6,44,A
31a7ec35764fc8b84fbb8ec5e08a4a88,xcodeeval_code_translation,0.0,71.39999999999999,55,A
ecf52408ae8f238e9d6ce096ed0f2ca0,xcodeeval_code_translation,0.0,50.2,55,A
debb6f667ff541e23882ae83905274c1,xcodeeval_code_translation,0.0,58.0,84,A
f7a483432ed1a322351a74139510608e,xcodeeval_code_translation,0.0,9.8,11,B
7e6326bfd683720dbd93f66ddd21cbfc,xcodeeval_code_translation,0.0,7.8,8,B
6c6a5973369f34ea8afa4a7913be1473,xcodeeval_code_translation,0.0,17.4,12,B
cdb31f94a3fc62b6fc60d366bba94736,xcodeeval_code_translation,0.0,9.8,8,B
84861d5e06e3a989356756414e0a1315,xcodeeval_code_translation,0.0,13.4,12,B
d48956348fa677078f8d555e47b644d6,xcodeeval_code_translation,0.0,2.5999999999999996,3,B
a5bbb353b7a953b89ca57d8ca4f5aa51,xcodeeval_code_translation,0.0,19.6,14,B
59af7be5db1ade486f7261b58bec4f1f,xcodeeval_code_translation,0.0,8.8,7,B
34016aabb28a8d2ed8ec0c27a939464c,xcodeeval_code_translation,0.0,20.2,19,B
21c199e6a18a5869cfdf1c25de9f992f,xcodeeval_code_translation,0.0,15.0,29,B
f666aa51937879517471ed8bccc769c6,xcodeeval_code_translation,0.0,10.6,9,B
5d3d28d4fac76977607045763f95ae58,xcodeeval_code_translation,0.0,26.799999999999997,29,B
b55dc5b34d55f7d7ca7226f31d700712,xcodeeval_code_translation,0.0,22.799999999999997,22,B
a714756fcc305bf5f48f90b08867040c,xcodeeval_code_translation,0.0,25.199999999999996,21,B
74e61c3fe018f9db2c0869a4e929bbad,xcodeeval_code_translation,0.0,19.4,17,B
07e110f85017a020f3a4d8689f76e32e,xcodeeval_code_translation,0.0,27.999999999999996,21,B
40326a1fa3bd7da93c39814a2334cc6a,xcodeeval_code_translation,0.0,18.0,21,B
7e3725a193502c909974a34c02996c0f,xcodeeval_code_translation,0.0,29.0,25,B
cebd3437e28d42516718358d25a2576c,xcodeeval_code_translation,0.0,22.6,17,B
6725ff8a048b6cf041ad691bea220b2a,xcodeeval_code_translation,0.0,14.8,22,B
d06fc679d034d41469d3513c5e041645,xcodeeval_code_translation,0.0,8.8,10,B
a682dc2f576fcf7c5e1ff861157b5073,xcodeeval_code_translation,0.0,24.0,23,B
5b7d6b7433137cf435546d083382f4f1,xcodeeval_code_translation,0.0,5.0,5,B
5d4a9af0828545fa8752861c502fdd89,xcodeeval_code_translation,0.0,8.4,7,B
0dcc4dcdd5a6ea97cc5bd203fa8617bc,xcodeeval_code_translation,0.0,17.0,20,B
7d6dbb372fb5e992c7dc5f8a71465dce,xcodeeval_code_translation,0.0,31.799999999999997,23,B
cc26a8f50c3655dde6009e86559dc2e1,xcodeeval_code_translation,0.0,10.6,11,B
f8bb16e4c5adf525c0f494afa4c3cea1,xcodeeval_code_translation,0.0,6.199999999999999,8,B
2df089654c873bc54b798666c4676daf,xcodeeval_code_translation,0.0,10.6,10,B
f892d01f59dd1de30e9252936ba2824c,xcodeeval_code_translation,0.0,14.4,31,B
65a33960503f20e0a308d6f21575de21,xcodeeval_code_translation,0.0,3.8,7,B
6078f4eee45066f993b9b89473efa371,xcodeeval_code_translation,0.0,20.0,17,B
b09c64c310d312d54ef0cfaf670239f0,xcodeeval_code_translation,0.0,26.6,21,B
0806a212721c65d84d26466a3dfa5799,xcodeeval_code_translation,0.0,28.4,24,B
db4c686783828d5c8f44e6fd0512d7e6,xcodeeval_code_translation,0.0,21.4,17,B
6be160907ff766b9436587172b548403,xcodeeval_code_translation,0.0,13.4,12,B
7a2b3e28eaede8997b0cb6e08de84131,xcodeeval_code_translation,0.0,21.6,18,B
866b31e3bde35afaa78d839452fa2c51,xcodeeval_code_translation,0.0,23.799999999999997,19,B
9d3a38743e4c1917377a1e0aa8cc8de4,xcodeeval_code_translation,0.0,13.4,28,B
e26542487de9a5d01d2729ace9cfd3d0,xcodeeval_code_translation,0.0,1.4,2,B
d8891450cf0387e2263ebc1da9eda2c1,xcodeeval_code_translation,0.0,32.0,33,B
b08e09bb9f11f03be5937f9e24e82d02,xcodeeval_code_translation,0.0,30.799999999999997,29,B
be2f0ed114ca53f4e4c532c680f05048,xcodeeval_code_translation,0.0,29.4,21,B
dd3766ac6147e55ca517fba622aba361,xcodeeval_code_translation,0.0,17.6,15,B
53480d2ceba43d3c89f4d087097b89e1,xcodeeval_code_translation,0.0,21.6,20,B
118c6d750ae46bba0579775a93087f1c,xcodeeval_code_translation,0.0,6.999999999999999,7,B
bce323c750f3e2a41cbd561b2ed418cb,xcodeeval_code_translation,0.0,18.4,15,B
4731eb4df4bf98f0d46638ba253718c8,xcodeeval_code_translation,0.0,22.799999999999997,24,B
00552bcd8b44d1a45d505805b0fd578a,xcodeeval_code_translation,0.0,8.2,8,B
ac526440778d15610c2ec12d8598de00,xcodeeval_code_translation,0.0,0.1999999999999999,1,B
0295a1be9f2362a0836cef7cffce0e75,xcodeeval_code_translation,0.0,10.0,8,B
0ae7bb23101b85871d39420b4b8f1025,xcodeeval_code_translation,0.0,9.6,8,B
96dad55feabed35207f3d3c3e093f16d,xcodeeval_code_translation,0.0,9.2,10,B
8f1eff4d0eafee828aca29685fc14984,xcodeeval_code_translation,0.0,0.1999999999999999,1,B
debcd53e835817602ed39b0aefd63546,xcodeeval_code_translation,0.0,6.999999999999999,6,B
6e7ec7640d75b8d8b583c9cfe018455d,xcodeeval_code_translation,0.0,23.6,26,B
f56703740c056b211d6138baa0f20970,xcodeeval_code_translation,0.0,21.799999999999997,18,B
1e41831839960ab90b13e2a5b45fe063,xcodeeval_code_translation,0.0,12.4,13,B
e7eabbaada1a719ab3747b0f81137b5c,xcodeeval_code_translation,0.0,0.1999999999999999,1,B
322079e1665bb026d21553c5a0e4027c,xcodeeval_code_translation,0.0,13.599999999999998,13,B
a2bb8bf277c9a7e38fd36b0ab3be74dc,xcodeeval_code_translation,0.0,14.8,18,B
bc6964eaf5b35db30175aad42382eeb5,xcodeeval_code_translation,0.0,16.0,22,B
b99c89a4e62f684f82dbabe9ffd3bf90,xcodeeval_code_translation,0.0,8.6,8,B
a72def48f67b3ac383077d2e1a900fe7,xcodeeval_code_translation,0.0,12.0,10,B
10eb0721fcd0ed627caafb702ab59c85,xcodeeval_code_translation,0.0,32.0,30,B
be1db919446c5f1826acb35a3fb43933,xcodeeval_code_translation,0.0,9.4,9,B
8800e5d4950213f69c83efa45ec08763,xcodeeval_code_translation,0.0,8.0,10,B
14f2fcbebe004325f3e048c145c5315a,xcodeeval_code_translation,0.0,11.4,9,B
c33c58e558e0ec947637da237363959d,xcodeeval_code_translation,0.0,20.199999999999996,24,B
69cb4e6d85e45cca1422506143321279,xcodeeval_code_translation,0.0,9.4,8,B
b1804fab5fca213fef024760ab105e1b,xcodeeval_code_translation,0.0,32.4,32,B
c191982331fbbea8cff2cc4b44f08e82,xcodeeval_code_translation,0.0,33.199999999999996,25,B
d2a21bc1482870decf9f7c6317b170e8,xcodeeval_code_translation,0.0,16.799999999999997,22,B
53c3c95b75c6dfb226c53bdae646bb89,xcodeeval_code_translation,0.0,12.599999999999998,11,B
16e0d7faf0cd78474a1f5982cd62109c,xcodeeval_code_translation,0.0,24.199999999999996,26,B
c71d7447a0747a1ceb29819809adff91,xcodeeval_code_translation,0.0,35.4,30,B
296d30555934bd8078d947911b5cba69,xcodeeval_code_translation,0.0,14.4,19,B
83f3ef4575863aba2b09b270268e9fec,xcodeeval_code_translation,0.0,17.0,16,B
b44f33d8273f9a0eb0be9a708427bbfd,xcodeeval_code_translation,0.0,27.4,22,B
17c35792f345f5e73227cd0440406620,xcodeeval_code_translation,0.0,13.0,14,B
fd820cb8af82c0fbb09b29db46a57e42,xcodeeval_code_translation,0.0,22.6,21,B
475e2bf52726552fb0996be5a3f83cd8,xcodeeval_code_translation,0.0,14.2,16,B
87a3813c3c88c538e3b800679b05444e,xcodeeval_code_translation,0.0,3.8,4,B
843d2f42f3dea3c7df5939ba06854bbb,xcodeeval_code_translation,0.0,14.6,13,B
16d1aab93cef1d64a9089afe23ef8920,xcodeeval_code_translation,0.0,11.6,11,B
c7a646a1b94b6b444a9f76ae62685cb1,xcodeeval_code_translation,0.0,5.8,5,B
1ffd6dc415dbce46637c4ab1cece2230,xcodeeval_code_translation,0.0,24.6,22,B
a35808de45cc5f8bc02c3c843f0cdfd5,xcodeeval_code_translation,0.0,25.4,42,B
c3e8862d67c0290640698e99ef9c6aff,xcodeeval_code_translation,0.0,21.6,27,B
02664a6a5941f0476f17bc9062c5e766,xcodeeval_code_translation,0.0,22.799999999999997,29,B
8176b716a1ee227c4541ed9ebfeba1a2,xcodeeval_code_translation,0.0,25.799999999999997,29,B
bbbccf95c157aa571f144ec94604611a,xcodeeval_code_translation,0.0,17.0,14,B
36cb9751a3bdba6cfb6f7369fb86b64b,xcodeeval_code_translation,0.0,19.6,25,B
edce48f5d648613b6a0267444ae36cf3,xcodeeval_code_translation,0.0,13.8,15,B
87fbf961822e0514b4df71a0fc82797b,xcodeeval_code_translation,0.0,20.6,18,B
c5f35180ef15a02ed6e393bfaf68100c,xcodeeval_code_translation,0.0,27.199999999999996,34,B
82f92457bd36ff4a0164bd66505d3f9d,xcodeeval_code_translation,0.0,17.0,25,B
baa99773321c750da3054ed6469efb4a,xcodeeval_code_translation,0.0,15.8,19,B
694d4a0652888d4431560b574af6a363,xcodeeval_code_translation,0.0,15.2,13,B
d18e949d83dbaf4c1660ee56d1d9fe08,xcodeeval_code_translation,0.0,22.4,23,B
47f66158ffdd8b80414ba68d6c9f76ad,xcodeeval_code_translation,0.0,13.4,13,B
456aa2113a4810074ee8e12eac4f42f5,xcodeeval_code_translation,0.0,27.6,29,B
43cc2339b9e3e036f76b57ebf96ffbc1,xcodeeval_code_translation,0.0,7.4,9,B
e4963bcdd8ee4250457549bcc6654b9c,xcodeeval_code_translation,0.0,23.199999999999996,23,B
3b399bc13f31d7ac665a906c006042f4,xcodeeval_code_translation,0.0,11.0,10,B
1383c2a71c01dd86f2785ecfc6b3d65b,xcodeeval_code_translation,0.0,15.8,16,B
8c71378df2d4f949f16b06a9f2677f92,xcodeeval_code_translation,0.0,35.2,36,B
f5129b689ceb1e48f2f66e68838ec6a9,xcodeeval_code_translation,0.0,21.799999999999997,29,B
97a8d33b665c071da477ef3824bda21e,xcodeeval_code_translation,0.0,27.4,19,B
25aecf215d4b975a6149209398b44958,xcodeeval_code_translation,0.0,13.4,25,B
eb1ebcff08761d7266835de597275ee3,xcodeeval_code_translation,0.0,10.4,9,B
da3abf19b7ef387466a9c7fd5850b9b0,xcodeeval_code_translation,0.0,8.2,7,B
13c859eb5fa8570b1301b3552d234351,xcodeeval_code_translation,0.0,9.8,10,B
1d9481fd01acbae7c8fd3d21a1daca5c,xcodeeval_code_translation,0.0,10.2,13,B
80059a83872f472643620dde67a6567b,xcodeeval_code_translation,0.0,6.199999999999999,6,B
2e6cc01ae9440d51c687c8a4208beafb,xcodeeval_code_translation,0.0,16.0,19,B
3d778319fa000d948eb0c9f93b96a699,xcodeeval_code_translation,0.0,13.4,13,B
deb197856baeea47d90d7c3c1cf054b6,xcodeeval_code_translation,0.0,9.0,8,B
97233a90cfb4c4959eecbe5f2c8d6778,xcodeeval_code_translation,0.0,28.999999999999996,26,B
7ff963a86c2b48dc113ede2ccedfe549,xcodeeval_code_translation,0.0,21.2,28,B
8e9fc8477e311e8ed6c23018f872d86d,xcodeeval_code_translation,0.0,2.5999999999999996,3,B
671f5a72439f2394077820ec3bd64b2d,xcodeeval_code_translation,0.0,30.2,34,B
3e99780ed87b76ac6d8e7253acf72309,xcodeeval_code_translation,0.0,12.4,10,B
fdfacab3a62630ec4fa28ca77a3dc5cd,xcodeeval_code_translation,0.0,27.4,25,B
83ef0f689d559c6114688cedb1bb0355,xcodeeval_code_translation,0.0,25.4,29,B
2bec2326ca5bfba429dba84c103ad4ff,xcodeeval_code_translation,0.0,12.2,12,B
a461eb35db17ce7b8c0ff0c13b9dc38d,xcodeeval_code_translation,0.0,33.8,28,B
012903f9ec9fff34f1b6836f440556a7,xcodeeval_code_translation,0.0,24.799999999999997,21,B
9d27d05aed02a71708871ee3cb83d9a9,xcodeeval_code_translation,0.0,27.0,45,B
6759bfa67ce802d84848db188c827432,xcodeeval_code_translation,0.0,23.0,23,B
0c99e00c440eb84e6aef6d18e977b6ce,xcodeeval_code_translation,0.0,37.4,28,B
48b29323ddf4843e84e234b2b684aa2f,xcodeeval_code_translation,0.0,21.0,23,B
22def467f9d67cc03900bd12527b29b6,xcodeeval_code_translation,0.0,13.4,11,B
79df8ec8e253920c8fbeb9535b0d9d1e,xcodeeval_code_translation,0.0,38.0,34,B
29a54530f175f60d48f86aa3857eea49,xcodeeval_code_translation,0.0,26.6,23,B
e485dbbb517759e916deb7f3bb4d748a,xcodeeval_code_translation,0.0,7.4,8,B
df0ab6cea4b32bd0ae17f902cbd1e606,xcodeeval_code_translation,0.0,7.4,8,B
17f1b5079e6e6f4e58ad7f60012fd143,xcodeeval_code_translation,0.0,2.5999999999999996,5,B
87eee3d43476efd908f2eb0bd64934e9,xcodeeval_code_translation,0.0,6.199999999999999,6,B
ba2506d0eee6d0558a2e55d42a0298b7,xcodeeval_code_translation,0.0,25.4,25,B
f50525c28ad278cd13f07534e74b3452,xcodeeval_code_translation,0.0,15.0,15,B
a8948af3c3c7de013b8967401d375eb2,xcodeeval_code_translation,0.0,6.3999999999999995,8,B
da7acf771c2a7475d536e7a53bc7d21c,xcodeeval_code_translation,0.0,7.4,8,B
180abf06c48b6a48f5fa6258f957614d,xcodeeval_code_translation,0.0,15.4,15,B
e0e937b1e9ae8eb5a903c055cd27530e,xcodeeval_code_translation,0.0,16.4,19,B
c30d87f786ff5eb2f4f720f8c7e7f4ca,xcodeeval_code_translation,0.0,17.2,15,B
4a5950e17333189c0b580ffe9e0cf1ca,xcodeeval_code_translation,0.0,25.4,22,B
2b63465d16c05e5d176c56add334780f,xcodeeval_code_translation,0.0,19.2,30,B
4674735dc3a6e2b3ee04716a42159aae,xcodeeval_code_translation,0.0,8.4,11,B
e9f2197545ae1add43f8100c8c5c82fd,xcodeeval_code_translation,0.0,6.999999999999999,6,B
d3c687ff9f1e2d5778ef0513476bf1be,xcodeeval_code_translation,0.0,25.0,23,B
2db5d5733e875eed176ed5122f648dc1,xcodeeval_code_translation,0.0,13.8,16,B
99218d9d2de1f2b818c717731b9c9657,xcodeeval_code_translation,0.0,9.2,11,B
8923aadc04eae99fd17c77525e21a8f5,xcodeeval_code_translation,0.0,3.8,5,B
c0e9762c5bd5653e6bd42f69e41567aa,xcodeeval_code_translation,0.0,36.2,41,B
b8e0bef1adb9f892f0375c0cccf2e56c,xcodeeval_code_translation,0.0,27.199999999999996,22,B
be811690fc5ff754d448eee177d541b2,xcodeeval_code_translation,0.0,12.4,11,B
ac2f84308d46033d19414ee16873b462,xcodeeval_code_translation,0.0,15.599999999999998,13,B
4737ecb3e13f71ecce2eade6f86c4167,xcodeeval_code_translation,0.0,7.8,7,B
efd1d3c38fb117e711911e1c05668897,xcodeeval_code_translation,0.0,21.0,24,B
b05f669b3301b62f96638c7011e055fd,xcodeeval_code_translation,0.0,14.6,20,B
cfddd11442e72bb128aca516191e12be,xcodeeval_code_translation,0.0,15.4,13,B
b1c3b766f782f8dcdfe561631145db33,xcodeeval_code_translation,0.0,12.599999999999998,10,B
bafa6ba6d5198c3b5bd3194ce4a67de5,xcodeeval_code_translation,0.0,34.4,32,B
16a476ead4cceae097133c0ce226b382,xcodeeval_code_translation,0.0,7.8,7,B
8e33e2c9018262b86425f46d9687887e,xcodeeval_code_translation,0.0,19.0,22,B
98c256693bb8a0a7cf5ebfbe16b732f8,xcodeeval_code_translation,0.0,37.0,35,B
48e9b5b56d4e8cae9592594c1b76fcc4,xcodeeval_code_translation,0.0,5.0,5,B
be285fd00697a5daa227c40fbfd8bb00,xcodeeval_code_translation,0.0,3.8,4,B
99c9d473cc583582cbe2a6bf3c0ed9f8,xcodeeval_code_translation,0.0,20.6,23,B
0804f806a9590ab9cbc36094ab9f5e17,xcodeeval_code_translation,0.0,23.799999999999997,26,B
7f3fd87901d9e4959b5e8eacf6442537,xcodeeval_code_translation,0.0,3.8,5,B
b9c7d557b23777e59c0fc3319b08e651,xcodeeval_code_translation,0.0,19.4,22,B
da08d9857d1e588de0bb494a6829e60c,xcodeeval_code_translation,0.0,20.2,19,B
f1503ec92de8ceb9745350693f282cb5,xcodeeval_code_translation,0.0,20.0,20,B
94e0c39ff2bf65bee371457a233d0446,xcodeeval_code_translation,0.0,11.8,10,B
af32cdb0f6fe5d9018aaa8064a2a0d22,xcodeeval_code_translation,0.0,11.6,15,B
a5245d44518c09c79fd745204b5605b1,xcodeeval_code_translation,0.0,2.5999999999999996,3,B
5afeb26d1c78585ec9e61a72be18e1f3,xcodeeval_code_translation,0.0,2.8,3,B
9533811eed05a6177d907b216fec3f8b,xcodeeval_code_translation,0.0,32.6,39,B
40ce966f4165d852eb859e16812cf3e9,xcodeeval_code_translation,0.0,17.2,16,B
0709e40ee49b6439d328de121380ddcb,xcodeeval_code_translation,0.0,21.6,37,B
24f2b5c3812e4c7df53dcaba825a988b,xcodeeval_code_translation,0.0,2.5999999999999996,3,B
f1e1270a9cfafcf34e36955009049c24,xcodeeval_code_translation,0.0,1.4,2,B
09db9e23b44680728ab604ac7c73f0d1,xcodeeval_code_translation,0.0,7.4,13,B
bc8b90acd75486e9e69b22c789639f0a,xcodeeval_code_translation,0.0,26.6,27,B
080efbd06f550ca322feaf2a53bf2d69,xcodeeval_code_translation,0.0,25.4,22,B
39d0b6d1a19d825b9f0e883b2208a7f0,xcodeeval_code_translation,0.0,2.5999999999999996,3,B
ec725fb028ea9e93358b2bbd5cfdaf50,xcodeeval_code_translation,0.0,23.799999999999997,22,B
aa7045bfd1bcc038516c12641bac9029,xcodeeval_code_translation,0.0,24.799999999999997,17,B
c04b84f7ce8ac87b89a7ae65fb9a8c4e,xcodeeval_code_translation,0.0,5.199999999999999,5,B
d13597de962f57e4aa28ef1b0eaafd64,xcodeeval_code_translation,0.0,3.8,4,B
7f8ae42ec964aa88dc6e9638e8501704,xcodeeval_code_translation,0.0,11.0,9,B
284841d6397e5efbea887bd07521e0fe,xcodeeval_code_translation,0.0,22.2,22,B
d756f2edb3c650c72a518c6b6929c62f,xcodeeval_code_translation,0.0,28.199999999999996,27,B
ef90748cb8f7890749f4532e24fd2a02,xcodeeval_code_translation,0.0,21.799999999999997,20,B
faf1fb59e158215fdb6a02a21b6dd8f4,xcodeeval_code_translation,0.0,5.0,5,B
6c28f4fc10f978740c9494cc04272c5d,xcodeeval_code_translation,0.0,29.199999999999996,27,B
6b6e265d4e28ed3112c1d910a995a617,xcodeeval_code_translation,0.0,19.799999999999997,19,B
e5ce00b1347e8b301630572b939d03b9,xcodeeval_code_translation,0.0,18.2,27,B
67064532a306a1ba0bdb00a1b9a8a1a8,xcodeeval_code_translation,0.0,28.6,31,B
1625d09f2634ea51f42b20ea15c636b0,xcodeeval_code_translation,0.0,16.2,14,B
7b9497ed93aac689da1b6d39f6d19147,xcodeeval_code_translation,0.0,19.4,26,B
79c3baa6826c255c7741fbcee5d263cf,xcodeeval_code_translation,0.0,18.4,16,B
1b829e55eb24979c1210a2765f38db13,xcodeeval_code_translation,1.0,18.2,21,C
fcc3ce908cd130315b937ec46155af6a,xcodeeval_code_translation,1.0,5.199999999999999,5,C
fe26456ae3105f8652e100359ffabc37,xcodeeval_code_translation,1.0,21.2,17,C
e1844c704811d4602f613567f22e2a89,xcodeeval_code_translation,1.0,16.6,19,C
6b91f627402983ecbff1a2120d0c367a,xcodeeval_code_translation,1.0,9.4,8,C
a4665e9d10b3055eda90d4057883c127,xcodeeval_code_translation,1.0,27.0,18,C
c29da10503c0a8e720f827d5a7f91f9d,xcodeeval_code_translation,1.0,16.4,16,C
58b920eb30a830837436161f16bc95e6,xcodeeval_code_translation,1.0,28.799999999999997,27,C
d87fe3fc1f1f72ab9bba7a4c8cbc9cb0,xcodeeval_code_translation,1.0,5.0,5,C
03d91f9bb004837a16fe2f4020dc7907,xcodeeval_code_translation,1.0,21.6,19,C
7e7f259ce25120a9829c6914a9bfa5ea,xcodeeval_code_translation,1.0,9.6,9,C
ddf7238bb15ce3de36899766b3bb2b43,xcodeeval_code_translation,1.0,14.6,14,C
496f3a1c26a26a84cdcee922a2e41ba7,xcodeeval_code_translation,1.0,16.0,14,C
8c9c8726bab6a1aa6a72fee385579963,xcodeeval_code_translation,1.0,6.6,7,C
b465475661f662bdff55453b223014d8,xcodeeval_code_translation,1.0,8.2,7,C
77593031c1f5e3857ffc101a58a71f64,xcodeeval_code_translation,1.0,18.6,21,C
ee340b58ba96d27fb5decc528ecc77d9,xcodeeval_code_translation,1.0,21.799999999999997,30,C
14c6dab81019acb6aec269fcb0994ff9,xcodeeval_code_translation,1.0,19.0,23,C
e0d3b5602a8120e061e3f0f32a21b8b2,xcodeeval_code_translation,1.0,33.599999999999994,23,C
e4d7c1b12aca950f2bb52adf94d15eca,xcodeeval_code_translation,1.0,19.4,19,C
fda35fa379a854d9fb285e08062e5d5b,xcodeeval_code_translation,1.0,11.0,11,C
71037e030523be978284a76cf8faf135,xcodeeval_code_translation,1.0,10.4,17,C
77a3fb0e20d021bfe60f8af1db95841f,xcodeeval_code_translation,1.0,11.0,11,C
c6d8dff26971cd0ad1209918fd5d0da5,xcodeeval_code_translation,1.0,8.4,8,C
7a126f31fe0dfecbc039ed1b05443872,xcodeeval_code_translation,1.0,23.6,39,C
02b065e71ea9750d9b0572e74a7dbf9f,xcodeeval_code_translation,1.0,9.4,8,C
118281fe35616e4fa6dca2b6f76ee6e6,xcodeeval_code_translation,1.0,32.8,31,C
d2282e072300044aacb9d4f8c664305e,xcodeeval_code_translation,1.0,1.4,2,C
7eeacaddf49d6ae90b48e4eec3fee229,xcodeeval_code_translation,1.0,9.2,12,C
45a221122aee8b2a83303e1420e0ca2d,xcodeeval_code_translation,1.0,14.0,14,C
217529ddc9dd38961a8588febf151793,xcodeeval_code_translation,1.0,16.0,17,C
dae6d6e41bc2c3062a445566c056ffbf,xcodeeval_code_translation,1.0,26.4,22,C
45310f5bdb2baa1db9a8880b32196f7f,xcodeeval_code_translation,1.0,9.0,7,C
